name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people,row_number
Apsara Ice Cream,false,false,4.1,147,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,712
Bathinda Junction,true,true,4.1,1251,+91 9886101619,Koramangala 5th Block,Casual Dining,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani","North Indian, Mughlai",600,713
Karama Restaurant,true,false,4.1,1574,080 40222700,Koramangala 5th Block,Casual Dining,"Mutton Mandi, Laccha Paratha, Mutton Nihari, Chicken Curry, Tawa Chicken, Rabri, Raan","Arabian, North Indian, Beverages",750,714
What's In A Name,true,true,4.1,1798,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian","1,200",715
Indian Coffee House & Restaurant,false,false,4.1,679,+91 8025522339,Koramangala 5th Block,Casual Dining,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa","South Indian, North Indian, Chinese",650,716
Fresh Pressery Cafe,true,false,4.1,141,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Sandwiches, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts","1,200",717
WTF,true,false,4.1,96,080 43758178,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Steak, Nachos, Omelette","Cafe, Continental",600,718
Shree Thali,false,false,4.1,183,+91 9036220937,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,719
Tapri By The Corner,true,false,4.1,205,+91 7349385173,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250,720
What's In A Name,true,true,4.1,1798,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian","1,200",721
What's In A Name,true,true,4.1,1798,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian","1,200",722
Shanmukha,true,false,4.0,774,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,723
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,724
Juice Junction,true,false,4.0,138,080 25526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",150,725
Cream Chemistry,true,false,4.0,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,726
Just Shawarma,true,false,4.0,410,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,727
Coffee Tea & More,true,false,4.0,63,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,728
Little Lucknow,true,true,4.0,235,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,729
Tarbouche,true,false,4.0,265,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma","Turkish, Rolls",300,730
Potato Bae,true,false,4.0,51,+91 9632599997,Koramangala 5th Block,Quick Bites,"Almond Shake, Pizza Fries",Fast Food,500,731
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,732
Shree Thali,false,false,4.0,181,+91 9036220937,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,733
Haji Ali Juice Centre,true,false,4.0,153,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,734
Little Lucknow,true,true,4.0,235,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,735
Shree Thali,false,false,4.0,181,+91 9036220937,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,736
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,737
Flavor of Tibet,false,false,4.0,57,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,400,738
Just Shawarma,true,false,4.0,412,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,739
Shanmukha,true,false,4.0,776,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,740
Cream Chemistry,true,false,4.0,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,741
Karahi Kitchen,true,false,4.0,164,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300,742
Coffee Tea & More,true,false,4.0,63,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,743
Little Lucknow,true,true,4.0,235,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,744
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,745
Just Shawarma,true,false,4.0,412,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,746
Tarbouche,true,false,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma","Turkish, Rolls",300,747
Keventers,true,false,4.0,168,080 45128769,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,748
Cream Chemistry,true,false,4.0,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,749
Karahi Kitchen,true,false,4.0,165,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300,750
Coffee Tea & More,true,false,4.0,63,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,751
Little Lucknow,true,true,4.0,235,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,752
Apsara Ice Cream,false,false,4.0,128,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,753
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,754
Cream Chemistry,true,false,4.0,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,755
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,756
Lassi Shop,true,false,4.0,210,+91 8660096503,Koramangala 5th Block,Beverage Shop,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi","Beverages, Ice Cream",200,757
Apsara Ice Cream,false,false,4.0,128,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,758
Shanmukha,true,false,4.0,782,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,759
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,760
Little Lucknow,true,true,4.0,236,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,761
Flavor of Tibet,false,false,4.0,57,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,500,762
Just Shawarma,true,false,4.0,412,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,763
Little Lucknow,true,true,4.0,236,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,764
Tarbouche,true,false,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300,765
Keventers,true,false,4.0,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,766
Juice Junction,true,false,4.0,139,+91 8025526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",200,767
Coffee Tea & More,true,false,4.0,64,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,768
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,769
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,770
Keventers,true,false,4.0,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,771
Lassi Shop,true,false,4.0,211,+91 8660096503,Koramangala 5th Block,Beverage Shop,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi","Beverages, Ice Cream",200,772
Shanmukha,true,false,4.0,784,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,773
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,774
Little Lucknow,true,true,4.0,236,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,775
Flavor of Tibet,false,false,4.0,57,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,500,776
Just Shawarma,true,false,4.0,413,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,777
Little Lucknow,true,true,4.0,236,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,778
Tarbouche,true,false,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300,779
Keventers,true,false,4.0,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,780
Juice Junction,true,false,4.0,139,+91 8025526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",200,781
Coffee Tea & More,true,false,4.0,64,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,782
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,783
Keventers,true,false,4.0,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,784
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,785
Shanmukha,true,false,4.0,786,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,786
Little Lucknow,true,true,4.0,238,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,787
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,788
Flavor of Tibet,false,false,4.0,57,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,500,789
Just Shawarma,true,false,4.0,414,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300,790
Little Lucknow,true,true,4.0,238,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,791
Tarbouche,true,false,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300,792
Juice Junction,true,false,4.0,139,+91 8025526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",200,793
Coffee Tea & More,true,false,4.0,64,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,794
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,795
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,796
Shanmukha,true,false,4.0,788,080 49652639,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,797
Little Lucknow,true,true,4.0,238,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,798
Haji Ali Juice Centre,true,false,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350,799
Flavor of Tibet,false,false,4.0,58,+91 9880617372,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Manchow Soup, Veg Momos",Tibetan,500,800
Momoz,false,false,3.9,625,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,801
Juice Junction,true,false,3.9,69,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,802
Karahi Kitchen,true,false,3.9,163,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300,803
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,804
Cream Chemistry,true,false,3.9,234,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,805
Bulls N Bears - Bar Trade Xchange,false,true,3.9,144,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",806
Sherlock's Pub,false,true,3.9,579,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",807
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,808
Bulls N Bears - Bar Trade Xchange,false,true,3.9,144,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",809
Sherlock's Pub,false,true,3.9,579,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",810
Bulls N Bears - Bar Trade Xchange,false,true,3.9,144,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",811
Sherlock's Pub,false,true,3.9,579,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",812
Momoz,false,false,3.9,625,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,813
Madeena Hotel,true,false,3.9,89,00 08043751751,Koramangala 5th Block,Quick Bites,"Biryani, Paratha","North Indian, Mughlai, Biryani",400,814
Juice Junction,true,false,3.9,69,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,815
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,816
Momoz,false,false,3.9,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,817
Madeena Hotel,true,false,3.9,89,00 08043751751,Koramangala 5th Block,Quick Bites,"Biryani, Paratha","North Indian, Mughlai, Biryani",400,818
Juice Junction,true,false,3.9,69,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,819
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,820
Bulls N Bears - Bar Trade Xchange,false,true,3.9,149,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",821
Sherlock's Pub,false,true,3.9,589,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Mai Thai, Cocktails, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",822
Momoz,false,false,3.9,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,823
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,824
Bulls N Bears - Bar Trade Xchange,false,true,3.9,150,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",825
Sherlock's Pub,false,true,3.9,590,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Mai Thai, Cocktails, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",826
Momoz,false,false,3.9,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,827
Juice Junction,true,false,3.9,70,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,828
Paratha Plaza,true,false,3.9,41,080 40978174,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250,829
Cream Chemistry,true,false,3.9,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,830
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,831
Cream Chemistry,true,false,3.9,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,832
Bulls N Bears - Bar Trade Xchange,false,true,3.9,150,080 45128627,Koramangala 5th Block,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","Finger Food, North Indian, Continental, Pizza","1,000",833
Sherlock's Pub,false,true,3.9,590,+91 8884445642,Koramangala 5th Block,"Pub, Casual Dining","Mai Thai, Cocktails, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","Continental, North Indian, Chinese","1,300",834
Momoz,false,false,3.9,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600,835
Paratha Plaza,true,false,3.9,41,080 40978174,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250,836
Kinpeetos,true,false,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300,837
